Log_ID,User_ID,Login_Timestamp,IP_Address,Resource_Accessed,Failed_Login_Count,Data_Transfer_Amount
361,10,2026-01-12 19:01:45,113.210.50.78,Email_System,1,669.48
362,10,2026-01-16 06:55:20,25.16.90.231,Customer_DB,2,2658.95
363,10,2026-01-28 07:49:06,25.222.146.88,HR_Portal,1,1292.28
364,10,2026-01-01 17:40:55,112.224.99.12,Finance_DB,2,3735.33
365,10,2025-12-30 21:43:22,102.216.77.184,HR_Portal,0,2346.97
366,10,2026-01-06 04:39:25,185.67.38.160,File_Server,1,3773.22
367,10,2026-01-15 11:03:25,95.213.41.68,Email_System,5,3623.84
368,10,2026-01-20 10:30:59,110.21.84.102,Finance_DB,4,1835.22
369,10,2026-01-25 09:16:13,150.170.172.203,Finance_DB,0,1329.65
370,10,2026-01-03 00:44:27,34.181.20.140,File_Server,3,1849.24
371,10,2026-01-20 16:59:58,68.251.179.113,Internal_Wiki,5,1318.19
372,10,2026-01-14 17:30:32,153.226.16.130,Finance_DB,5,4702.06
373,10,2026-01-19 19:24:56,57.236.12.160,File_Server,5,1176.77
374,10,2025-12-31 13:03:59,194.175.255.133,File_Server,4,4422.33
375,10,2026-01-21 20:49:07,174.229.19.6,Customer_DB,2,4577.13
376,10,2026-01-03 19:26:44,19.99.59.23,Email_System,5,325.45
377,10,2026-01-11 08:15:04,28.208.124.32,Finance_DB,5,1517.93
378,10,2026-01-24 23:13:39,83.219.137.210,Finance_DB,0,707.49
379,10,2026-01-16 00:19:42,114.176.171.237,File_Server,2,4979.68
380,10,2026-01-03 05:45:19,9.211.13.153,File_Server,0,1181.65
381,10,2026-01-25 06:57:58,13.151.10.133,Customer_DB,1,1949.34
382,10,2026-01-16 13:49:40,180.185.224.8,HR_Portal,5,4747.41
383,10,2026-01-11 00:02:24,80.97.200.138,Internal_Wiki,4,2101.44
384,10,2026-01-09 02:36:18,106.114.39.150,Internal_Wiki,5,781.07
385,10,2026-01-03 04:33:35,111.231.231.65,Finance_DB,5,504.12
386,10,2026-01-22 01:18:41,190.93.110.142,Finance_DB,4,2046.5
387,10,2026-01-26 22:26:51,148.175.113.152,HR_Portal,0,3454.5
388,10,2026-01-14 21:05:43,105.23.179.85,Email_System,3,2229.03
389,10,2026-01-22 07:05:58,25.176.180.122,Email_System,2,505.78
390,10,2026-01-12 20:47:05,150.134.56.168,Internal_Wiki,2,2726.88
391,10,2026-01-24 03:51:26,93.141.48.90,Internal_Wiki,2,312.14
392,10,2026-01-21 11:17:05,87.153.101.149,HR_Portal,1,4841.35
393,10,2026-01-13 11:14:09,69.199.106.254,Finance_DB,0,3317.22
394,10,2026-01-29 09:18:13,152.155.92.103,Internal_Wiki,5,2989.76
395,10,2026-01-21 23:51:54,130.160.29.187,File_Server,0,3936.11
396,10,2026-01-21 08:44:40,214.6.14.198,Email_System,1,3937.02
397,10,2026-01-15 03:22:21,137.167.181.50,Email_System,0,4150.79
398,10,2026-01-02 12:51:18,26.253.113.54,Customer_DB,1,2936.05
399,10,2026-01-03 15:01:03,10.194.205.34,Email_System,2,3874.1
400,10,2026-01-01 10:22:14,119.1.14.209,Customer_DB,0,1393.6
401,11,2026-01-20 20:43:49,10.138.57.119,Email_System,1,2705.68
402,11,2026-01-17 04:44:19,50.26.237.175,Email_System,0,3308.68
403,11,2026-01-18 08:08:23,53.167.206.172,File_Server,1,84.15
404,11,2026-01-28 13:21:16,85.106.229.27,Email_System,4,1625.62
405,11,2026-01-02 17:33:35,56.189.119.202,Email_System,2,271.47
406,11,2026-01-13 07:49:19,121.51.246.238,Internal_Wiki,3,2635.17
407,11,2026-01-15 17:09:42,73.13.41.158,Internal_Wiki,0,2386.47
408,11,2026-01-16 12:20:15,57.21.214.241,HR_Portal,4,2972.39
409,11,2026-01-05 19:00:23,133.108.9.76,Finance_DB,4,1115.53
410,11,2026-01-14 13:27:21,3.80.92.40,Customer_DB,0,3638.94
411,11,2026-01-05 17:39:26,133.251.34.39,Internal_Wiki,4,1515.14
412,11,2026-01-20 02:04:16,8.74.172.27,Internal_Wiki,0,313.52
413,11,2026-01-17 03:13:25,45.181.85.37,Finance_DB,3,2137.11
414,11,2026-01-16 02:54:50,201.241.241.1,File_Server,3,3564.88
415,11,2026-01-08 20:28:09,114.51.119.187,Finance_DB,0,4497.34
416,11,2026-01-07 01:17:28,70.121.23.26,HR_Portal,4,750.19
417,11,2026-01-24 04:16:05,177.53.58.56,Email_System,2,3125.34
418,11,2026-01-15 21:07:33,212.49.141.195,Customer_DB,4,3563.64
419,11,2026-01-28 12:36:34,42.98.66.32,Finance_DB,4,2657.48
420,11,2026-01-08 07:28:03,173.83.6.50,Finance_DB,4,3031.08
421,11,2026-01-20 18:41:36,87.80.174.122,File_Server,5,580.93
422,11,2026-01-11 01:30:34,195.35.196.37,Internal_Wiki,5,4389.75
423,11,2026-01-21 07:48:21,115.211.162.88,Customer_DB,5,4328.81
424,11,2026-01-14 13:19:23,195.224.69.160,Finance_DB,3,4441.57
425,11,2026-01-08 22:48:43,60.50.191.118,Finance_DB,2,4138.82
426,11,2026-01-21 22:39:47,188.56.76.139,Finance_DB,3,3650.77
427,11,2026-01-23 22:41:44,10.151.202.79,HR_Portal,3,1569.49
428,11,2026-01-09 05:25:53,162.54.225.96,HR_Portal,2,4768.43
429,11,2026-01-11 16:02:30,94.193.255.76,Internal_Wiki,3,345.0
430,11,2026-01-17 13:15:37,2.105.13.72,File_Server,0,2165.06
431,11,2026-01-24 13:50:41,168.145.243.199,Internal_Wiki,5,1869.51
432,11,2026-01-03 14:29:18,184.186.180.209,Email_System,4,309.31
433,11,2026-01-21 08:15:42,212.183.20.133,Customer_DB,4,1654.93
434,11,2026-01-20 18:27:33,78.53.222.230,File_Server,3,1774.45
435,11,2026-01-21 10:22:08,208.218.123.114,Internal_Wiki,3,4341.78
436,11,2026-01-19 16:09:24,87.238.252.44,Internal_Wiki,0,4842.31
437,11,2026-01-10 23:28:05,37.57.6.3,Customer_DB,2,1764.71
438,11,2026-01-17 17:34:18,117.25.85.78,Customer_DB,4,1071.57
439,11,2026-01-04 08:12:25,171.87.86.90,Internal_Wiki,3,1128.98
440,11,2026-01-06 14:55:36,82.92.59.102,File_Server,2,4228.41
441,12,2026-01-22 11:13:00,136.225.250.189,HR_Portal,0,3815.4
442,12,2026-01-22 07:19:11,16.43.4.140,Customer_DB,1,4038.03
443,12,2026-01-03 09:04:17,77.205.73.139,Customer_DB,4,3071.73
444,12,2026-01-06 18:58:11,7.98.211.100,Internal_Wiki,4,141.01
445,12,2026-01-04 22:18:32,183.154.191.175,Internal_Wiki,5,1344.56
446,12,2026-01-14 03:38:00,79.66.151.195,Email_System,2,3516.47
447,12,2026-01-19 21:53:56,157.65.89.125,HR_Portal,2,1761.61
448,12,2026-01-02 13:56:33,95.253.51.177,Email_System,1,2835.94
449,12,2026-01-28 12:01:05,5.239.125.66,Finance_DB,0,717.95
450,12,2026-01-06 12:02:45,32.25.161.79,Internal_Wiki,0,467.87
451,12,2026-01-29 09:04:19,58.169.11.39,Customer_DB,1,1887.21
452,12,2026-01-08 15:00:12,133.122.178.243,Finance_DB,2,795.47
453,12,2026-01-24 22:40:14,193.34.166.221,HR_Portal,5,1628.67
454,12,2026-01-25 01:40:14,4.41.165.8,Customer_DB,4,433.94
455,12,2026-01-18 11:40:42,209.100.162.79,File_Server,1,795.48
456,12,2026-01-18 07:30:58,192.40.29.231,Customer_DB,0,3373.1
457,12,2025-12-31 07:41:25,36.82.229.81,HR_Portal,3,3313.07
458,12,2026-01-16 06:29:27,113.168.155.113,Finance_DB,4,2215.8
459,12,2026-01-27 18:44:00,186.163.254.16,HR_Portal,1,3777.17
460,12,2026-01-06 00:12:01,85.170.194.30,File_Server,2,2155.27
461,12,2026-01-08 00:45:38,175.183.140.53,HR_Portal,5,3395.65
462,12,2026-01-22 18:17:46,136.161.108.187,Finance_DB,4,3338.99
463,12,2026-01-02 14:17:03,190.165.79.164,File_Server,1,1982.36
464,12,2026-01-01 07:51:22,34.205.184.213,Customer_DB,0,48.36
465,12,2026-01-09 05:09:58,218.25.92.101,HR_Portal,1,3839.07
466,12,2026-01-14 14:01:53,15.147.11.162,HR_Portal,2,1647.33
467,12,2026-01-11 19:53:55,76.59.9.229,File_Server,3,3737.6
468,12,2026-01-13 10:06:37,35.15.56.161,Email_System,1,1907.24
469,12,2026-01-15 15:29:14,125.120.218.4,Internal_Wiki,1,2506.31
470,12,2026-01-20 17:51:07,222.18.82.143,Internal_Wiki,2,369.66
471,12,2026-01-18 07:14:26,43.244.208.48,Internal_Wiki,0,2186.74
472,12,2026-01-23 14:53:08,151.130.156.170,Finance_DB,0,4311.93
473,12,2026-01-24 17:46:01,120.169.48.56,Customer_DB,3,2871.26
474,12,2026-01-20 03:20:41,75.140.153.89,Internal_Wiki,5,2094.29
475,12,2026-01-26 00:17:26,38.144.246.213,File_Server,3,114.07
476,12,2026-01-03 10:03:14,50.235.195.215,HR_Portal,1,4008.6
477,12,2026-01-14 09:51:37,29.162.190.45,Customer_DB,3,4161.81
478,12,2026-01-07 14:55:19,150.127.190.239,HR_Portal,0,2189.19
479,12,2026-01-21 05:42:38,86.144.84.236,File_Server,1,2184.03
480,12,2026-01-29 09:07:15,198.99.36.161,Finance_DB,4,402.45
481,13,2026-01-02 07:35:38,89.255.89.49,HR_Portal,5,1704.17
482,13,2026-01-17 04:03:18,10.143.78.60,HR_Portal,1,391.13
483,13,2026-01-01 01:02:54,92.11.6.8,Internal_Wiki,0,2657.72
484,13,2026-01-01 05:18:38,79.26.140.93,Email_System,2,1761.99
485,13,2026-01-17 07:34:13,34.18.153.224,Internal_Wiki,1,1188.98
486,13,2026-01-28 21:45:12,111.50.226.1,Email_System,2,994.39
487,13,2026-01-17 12:58:18,36.235.176.221,Customer_DB,1,3803.47
488,13,2026-01-27 09:26:03,87.124.27.163,Internal_Wiki,0,893.96
489,13,2026-01-18 20:30:36,49.214.13.158,Internal_Wiki,3,2325.13
490,13,2026-01-11 15:35:08,203.134.162.65,Customer_DB,4,2250.04
491,13,2026-01-08 13:31:43,28.98.51.89,Customer_DB,5,3180.14
492,13,2026-01-26 19:09:47,80.168.150.105,Customer_DB,2,4322.59
493,13,2026-01-21 04:42:46,100.36.141.200,Internal_Wiki,2,763.28
494,13,2026-01-23 09:03:23,102.138.252.99,File_Server,3,2216.62
495,13,2026-01-03 03:02:37,30.62.89.209,HR_Portal,2,2961.18
496,13,2026-01-03 19:03:02,165.29.8.16,HR_Portal,4,380.21
497,13,2026-01-16 09:32:48,146.149.75.168,Finance_DB,3,197.66
498,13,2026-01-14 02:14:30,169.44.145.58,HR_Portal,2,392.89
499,13,2026-01-17 01:56:09,9.241.25.192,File_Server,4,2974.46
500,13,2026-01-09 06:55:33,163.201.171.225,Finance_DB,3,2905.84
501,13,2026-01-23 12:20:39,87.156.61.151,Internal_Wiki,0,2254.17
502,13,2026-01-22 05:20:03,162.19.138.254,Customer_DB,5,949.31
503,13,2026-01-29 05:44:18,210.26.155.199,Customer_DB,3,2511.82
504,13,2026-01-14 13:07:00,62.162.114.250,File_Server,3,526.47
505,13,2026-01-25 01:14:48,58.52.40.170,HR_Portal,5,430.8
506,13,2026-01-27 10:34:28,84.74.46.108,Internal_Wiki,1,205.32
507,13,2026-01-03 03:10:31,27.6.67.220,Internal_Wiki,3,4955.02
508,13,2026-01-05 18:17:15,213.210.164.90,Customer_DB,4,3052.93
509,13,2026-01-05 19:06:04,17.197.241.43,HR_Portal,2,4590.5
510,13,2026-01-05 13:25:30,12.221.177.179,Finance_DB,3,3874.58
511,13,2026-01-07 12:36:22,107.155.134.187,Internal_Wiki,4,271.3
512,13,2026-01-16 07:54:46,201.34.221.143,Internal_Wiki,5,1679.9
513,13,2026-01-03 08:38:43,116.100.38.196,HR_Portal,0,2794.24
514,13,2026-01-05 14:36:03,133.250.187.32,Finance_DB,2,1267.46
515,13,2026-01-23 22:18:25,137.222.81.161,Internal_Wiki,4,4367.67
516,13,2026-01-07 20:13:48,149.155.143.47,HR_Portal,0,2917.87
517,13,2026-01-26 21:25:46,65.208.223.14,Email_System,2,1558.06
518,13,2026-01-03 11:23:54,80.240.31.80,Internal_Wiki,5,3314.05
519,13,2026-01-09 18:22:35,189.84.173.205,Email_System,4,3547.08
520,13,2026-01-01 00:03:09,25.68.253.126,File_Server,2,2799.02
521,14,2026-01-14 04:43:55,28.254.181.192,Internal_Wiki,2,4067.79
522,14,2026-01-13 23:18:09,17.234.206.191,Internal_Wiki,5,4146.51
523,14,2026-01-07 04:56:38,31.126.252.58,Internal_Wiki,5,4563.12
524,14,2026-01-22 01:52:52,102.147.29.226,File_Server,5,3355.58
525,14,2026-01-14 16:57:07,218.55.215.1,Customer_DB,2,100.97
526,14,2026-01-16 07:09:10,193.66.243.199,HR_Portal,1,4756.33
527,14,2026-01-17 12:28:39,9.178.237.237,HR_Portal,3,968.11
528,14,2026-01-15 00:33:50,113.245.217.136,Email_System,1,395.05
529,14,2026-01-12 12:23:38,20.130.17.211,File_Server,4,3856.66
530,14,2026-01-04 05:33:38,88.149.233.40,Internal_Wiki,4,198.36
531,14,2026-01-29 09:44:01,42.56.132.239,HR_Portal,4,663.93
532,14,2026-01-15 10:15:26,206.128.112.174,Finance_DB,1,819.61
533,14,2026-01-08 17:56:22,191.241.202.144,Internal_Wiki,4,4047.13
534,14,2026-01-24 12:27:53,25.223.144.73,Email_System,5,2193.99
535,14,2026-01-23 16:14:43,89.42.225.70,Finance_DB,2,3385.05
536,14,2026-01-24 01:39:08,23.180.12.142,Email_System,3,3056.87
537,14,2026-01-09 23:25:42,131.29.55.3,Internal_Wiki,3,1177.67
538,14,2026-01-01 23:39:02,126.240.240.194,Email_System,2,4828.33
539,14,2026-01-13 09:41:16,4.220.39.110,Finance_DB,1,1845.53
540,14,2026-01-20 10:50:03,80.237.31.185,Customer_DB,3,2313.78
541,14,2026-01-17 06:55:43,187.181.194.64,HR_Portal,3,2519.5
542,14,2026-01-01 17:28:41,44.117.59.130,Finance_DB,1,4086.29
543,14,2026-01-17 03:08:15,4.150.151.208,Customer_DB,1,4366.28
544,14,2026-01-18 06:53:45,12.121.188.99,File_Server,5,2408.15
545,14,2026-01-29 04:41:01,70.48.7.138,HR_Portal,4,4672.12
546,14,2026-01-18 15:41:52,53.179.146.208,Internal_Wiki,4,4257.32
547,14,2026-01-26 14:41:17,205.39.117.165,HR_Portal,0,3817.95
548,14,2026-01-09 04:41:10,153.176.83.114,HR_Portal,3,4527.48
549,14,2026-01-23 19:23:59,66.125.145.1,Email_System,3,467.65
550,14,2026-01-06 04:25:33,191.40.233.127,Email_System,3,4424.3
551,14,2026-01-24 17:50:00,20.121.21.251,File_Server,3,275.75
552,14,2026-01-15 10:52:29,206.140.89.121,Customer_DB,2,1186.53
553,14,2026-01-07 10:05:43,51.38.167.201,File_Server,2,1130.45
554,14,2026-01-28 08:30:22,63.89.165.199,HR_Portal,0,4197.49
555,14,2026-01-26 20:37:16,33.16.148.118,Internal_Wiki,2,3958.99
556,14,2026-01-17 09:56:05,39.3.194.247,Email_System,0,1441.53
557,14,2026-01-19 18:04:17,129.180.150.68,Finance_DB,5,4157.24
558,14,2026-01-28 12:13:01,23.72.8.187,Internal_Wiki,3,2248.52
559,14,2026-01-02 00:36:00,138.233.171.108,File_Server,0,104.83
560,14,2026-01-24 23:32:30,152.85.9.217,Email_System,1,2748.53
561,15,2026-01-06 16:56:17,173.240.4.192,Internal_Wiki,4,2643.58
562,15,2026-01-01 01:32:57,135.8.135.58,File_Server,2,1195.82
563,15,2026-01-08 19:02:48,84.19.137.161,File_Server,0,1199.81
564,15,2026-01-19 20:40:52,107.67.35.236,Internal_Wiki,4,2291.0
565,15,2026-01-19 10:53:28,15.139.178.42,File_Server,3,2987.73
566,15,2026-01-02 13:19:47,141.69.22.36,File_Server,5,2581.72
567,15,2026-01-26 18:14:50,62.157.161.85,Email_System,5,726.45
568,15,2026-01-25 00:59:31,43.21.107.189,Finance_DB,0,3077.9
569,15,2026-01-21 20:18:49,218.244.87.201,Email_System,4,2088.67
570,15,2026-01-26 01:13:16,48.235.79.88,Internal_Wiki,5,437.21
571,15,2026-01-29 03:33:27,23.227.124.26,HR_Portal,0,4767.48
572,15,2026-01-13 01:49:58,2.230.67.139,Customer_DB,4,3934.2
573,15,2026-01-13 23:30:46,182.162.5.10,Customer_DB,4,111.47
574,15,2026-01-23 06:29:48,54.82.202.142,Finance_DB,0,3182.0
575,15,2026-01-26 17:46:56,206.48.10.129,HR_Portal,2,3739.11
576,15,2026-01-13 12:03:57,88.76.232.211,HR_Portal,0,1730.56
577,15,2026-01-18 16:25:50,162.87.247.89,Internal_Wiki,5,3145.0
578,15,2026-01-13 15:10:07,69.14.209.120,Customer_DB,5,3785.83
579,15,2026-01-16 08:18:34,216.52.201.253,Email_System,0,1767.97
580,15,2026-01-22 18:56:05,100.197.104.244,HR_Portal,5,883.69
581,15,2026-01-26 19:33:55,136.201.20.132,Internal_Wiki,3,4904.29
582,15,2026-01-04 20:01:30,143.80.101.191,Finance_DB,5,919.57
583,15,2026-01-11 07:15:03,78.113.103.126,Email_System,0,3583.06
584,15,2026-01-10 20:02:28,90.115.135.147,Finance_DB,0,1474.28
585,15,2026-01-15 13:35:12,179.55.169.242,File_Server,1,4430.09
586,15,2026-01-06 04:55:39,74.27.180.228,HR_Portal,2,2581.76
587,15,2026-01-19 06:50:54,158.113.220.232,Customer_DB,3,1274.04
588,15,2026-01-22 17:02:05,146.98.57.6,Internal_Wiki,1,1437.69
589,15,2026-01-15 02:57:15,35.201.81.223,File_Server,5,1666.3
590,15,2026-01-03 20:59:46,142.220.178.27,File_Server,2,2190.39
591,15,2026-01-25 12:15:52,177.49.140.22,Finance_DB,5,2204.29
592,15,2026-01-08 00:43:55,43.64.31.65,Finance_DB,2,4868.88
593,15,2026-01-01 07:06:21,198.229.161.111,Finance_DB,5,2492.64
594,15,2026-01-23 13:55:51,98.80.212.15,Customer_DB,2,4007.73
595,15,2026-01-01 08:25:05,70.222.3.183,Internal_Wiki,3,403.85
596,15,2026-01-15 19:07:09,63.156.66.213,Customer_DB,1,2731.92
597,15,2026-01-06 01:07:16,168.239.160.107,HR_Portal,0,409.54
598,15,2026-01-12 18:38:42,96.230.179.88,Internal_Wiki,2,1539.41
599,15,2026-01-15 14:02:30,111.87.182.178,Customer_DB,5,2136.32
600,15,2026-01-12 00:30:08,176.115.96.177,Internal_Wiki,3,1764.22
601,16,2026-01-15 21:31:51,163.23.48.75,File_Server,5,4351.49
602,16,2026-01-08 01:14:00,153.243.141.227,HR_Portal,4,4990.77
603,16,2026-01-20 07:04:38,9.99.71.37,HR_Portal,5,4900.34
604,16,2026-01-18 23:46:17,139.211.116.134,File_Server,0,3359.21
605,16,2026-01-06 08:35:29,23.240.0.112,Finance_DB,2,2570.3
606,16,2025-12-30 20:43:28,121.226.88.247,Internal_Wiki,5,808.33
607,16,2026-01-21 05:15:05,186.140.74.92,File_Server,1,4244.86
608,16,2026-01-14 04:33:33,128.187.92.243,Internal_Wiki,3,183.65
609,16,2026-01-12 05:29:54,143.31.148.218,File_Server,1,3894.79
610,16,2026-01-02 13:08:49,157.201.8.16,HR_Portal,2,1920.44
611,16,2026-01-14 10:13:20,108.249.196.2,Customer_DB,0,3029.42
612,16,2026-01-05 05:33:58,146.225.229.103,Internal_Wiki,3,4744.63
613,16,2026-01-17 08:59:11,142.6.51.244,HR_Portal,3,3817.79
614,16,2026-01-06 00:23:09,30.143.47.108,Customer_DB,1,2652.0
615,16,2026-01-28 22:30:14,62.34.12.22,Finance_DB,2,3251.31
616,16,2026-01-25 15:01:13,163.126.157.46,Email_System,0,139.31
617,16,2026-01-11 13:05:06,133.61.92.244,Email_System,3,2593.55
618,16,2026-01-25 01:01:35,27.147.189.220,Customer_DB,0,1316.27
619,16,2026-01-03 07:45:47,211.151.54.231,HR_Portal,5,2236.9
620,16,2026-01-02 12:43:13,173.158.4.95,Customer_DB,2,3472.96
621,16,2026-01-27 08:00:45,5.80.248.219,Finance_DB,1,621.96
622,16,2026-01-15 11:03:06,169.184.142.59,File_Server,3,871.56
623,16,2026-01-05 04:11:46,159.72.245.30,Internal_Wiki,3,4986.34
624,16,2026-01-03 22:43:17,222.65.100.233,Internal_Wiki,2,3342.52
625,16,2026-01-02 05:35:14,29.75.40.121,Internal_Wiki,0,2754.49
626,16,2026-01-21 16:58:32,1.236.188.217,HR_Portal,2,4258.3
627,16,2026-01-14 11:48:37,188.171.156.161,Internal_Wiki,5,4637.35
628,16,2026-01-11 21:13:51,163.124.134.21,Internal_Wiki,1,3970.54
629,16,2026-01-27 14:32:54,91.29.219.165,Customer_DB,1,615.6
630,16,2026-01-16 06:10:19,131.219.58.111,Email_System,1,1191.31
631,16,2026-01-02 21:10:48,197.227.102.162,Finance_DB,0,1810.87
632,16,2026-01-01 01:44:26,43.132.208.99,Customer_DB,2,2342.36
633,16,2026-01-06 02:33:10,189.115.154.227,Customer_DB,1,3063.62
634,16,2026-01-17 17:02:43,199.195.212.94,File_Server,0,1553.36
635,16,2026-01-21 07:21:02,220.20.115.58,Internal_Wiki,5,2398.54
636,16,2026-01-17 18:25:32,72.130.231.170,Finance_DB,3,4118.46
637,16,2026-01-16 09:56:53,89.39.223.98,File_Server,1,4862.17
638,16,2026-01-25 04:54:47,78.64.142.118,Internal_Wiki,0,2255.37
639,16,2025-12-30 16:48:49,185.140.48.139,Internal_Wiki,4,1729.13
640,16,2026-01-22 00:12:20,155.36.233.228,Customer_DB,5,2943.05
641,17,2026-01-25 08:30:52,46.178.208.232,Email_System,3,2519.29
642,17,2026-01-11 13:08:21,20.246.193.27,File_Server,0,2595.33
643,17,2026-01-12 21:55:19,96.231.27.23,HR_Portal,1,818.22
644,17,2026-01-01 02:18:10,166.181.53.161,Internal_Wiki,1,1736.66
645,17,2026-01-29 09:12:15,176.128.43.157,Customer_DB,2,4231.21
646,17,2026-01-11 05:09:48,102.103.81.119,HR_Portal,1,3178.93
647,17,2026-01-28 08:45:43,67.29.131.74,Customer_DB,2,634.6
648,17,2026-01-11 09:54:10,188.223.91.148,HR_Portal,4,2672.06
649,17,2026-01-20 20:11:44,115.121.239.70,Customer_DB,5,851.49
650,17,2026-01-02 06:31:44,82.131.74.220,Customer_DB,1,864.29
651,17,2026-01-10 21:35:05,165.26.58.194,Customer_DB,5,4510.98
652,17,2026-01-27 13:34:25,148.133.198.252,HR_Portal,4,215.56
653,17,2026-01-11 00:46:48,41.43.45.200,File_Server,0,236.85
654,17,2026-01-24 20:04:06,116.206.218.22,Internal_Wiki,4,1330.63
655,17,2026-01-12 21:20:40,75.53.97.214,Email_System,4,2088.77
656,17,2026-01-20 06:29:30,2.48.2.98,Internal_Wiki,0,2495.21
657,17,2026-01-16 06:02:21,207.12.154.204,Internal_Wiki,4,1455.46
658,17,2026-01-24 23:48:38,58.165.16.21,HR_Portal,3,1231.94
659,17,2026-01-19 08:25:24,110.5.251.30,Internal_Wiki,3,1494.2
660,17,2026-01-08 11:00:05,191.39.16.241,File_Server,5,308.97
661,17,2026-01-11 05:30:54,168.153.250.31,Finance_DB,3,2426.41
662,17,2026-01-06 12:56:56,160.236.7.19,Email_System,2,3037.23
663,17,2026-01-26 19:59:38,58.168.16.155,HR_Portal,5,1603.39
664,17,2026-01-26 14:03:11,14.54.246.229,HR_Portal,3,662.52
665,17,2026-01-11 07:43:03,122.164.96.236,HR_Portal,4,2812.64
666,17,2026-01-03 08:53:26,219.223.221.233,HR_Portal,1,2337.7
667,17,2026-01-04 00:29:43,5.134.27.58,HR_Portal,3,1247.12
668,17,2026-01-02 00:48:41,120.80.254.78,File_Server,0,1458.16
669,17,2026-01-03 01:34:00,97.188.115.40,Finance_DB,4,2096.49
670,17,2026-01-22 19:18:06,101.170.122.76,Email_System,2,4669.42
671,17,2026-01-14 06:00:23,202.7.217.209,Internal_Wiki,2,957.27
672,17,2026-01-09 19:32:27,204.240.67.121,Email_System,3,4979.89
673,17,2026-01-22 18:45:00,214.139.95.38,Finance_DB,3,4396.59
674,17,2026-01-18 18:52:36,218.74.171.142,Finance_DB,0,459.34
675,17,2026-01-13 06:33:17,54.254.27.207,Finance_DB,4,2291.58
676,17,2026-01-14 12:06:17,123.250.108.132,Email_System,1,2920.89
677,17,2026-01-22 03:42:03,94.12.33.140,File_Server,0,1413.97
678,17,2026-01-15 01:51:56,219.220.208.146,Customer_DB,5,3365.88
679,17,2026-01-14 17:20:51,46.41.90.210,HR_Portal,4,50.81
680,17,2026-01-06 14:46:45,90.185.153.96,File_Server,3,678.34
681,18,2026-01-13 20:41:27,109.71.32.210,HR_Portal,5,1835.23
682,18,2026-01-10 16:45:29,47.186.10.96,Finance_DB,2,235.76
683,18,2026-01-23 18:29:43,6.179.84.231,File_Server,4,2813.47
684,18,2026-01-12 00:34:27,191.162.200.180,HR_Portal,4,1450.12
685,18,2026-01-23 08:21:08,27.69.6.246,Finance_DB,4,2257.27
686,18,2026-01-07 17:58:32,95.64.147.27,Customer_DB,2,4128.3
687,18,2026-01-08 11:11:53,209.225.34.11,Customer_DB,5,3059.11
688,18,2026-01-24 23:12:23,68.193.212.85,Email_System,0,1975.58
689,18,2026-01-01 21:17:25,189.50.81.45,HR_Portal,4,4695.35
690,18,2026-01-06 04:57:22,170.236.252.224,Email_System,1,3016.29
691,18,2026-01-02 19:57:19,128.149.198.20,Finance_DB,4,210.87
692,18,2026-01-10 03:35:37,13.248.161.75,File_Server,1,3570.82
693,18,2026-01-02 11:11:47,158.236.209.30,Finance_DB,4,2290.37
694,18,2026-01-23 05:09:30,90.83.94.192,Customer_DB,4,707.51
695,18,2025-12-31 02:34:27,81.149.90.45,Customer_DB,2,820.89
696,18,2026-01-25 12:56:49,193.8.198.234,Customer_DB,5,4214.58
697,18,2026-01-23 21:53:27,166.227.160.186,Customer_DB,2,2541.5
698,18,2026-01-08 05:37:40,70.42.1.187,Customer_DB,4,2454.33
699,18,2026-01-24 23:43:12,107.18.39.89,Customer_DB,2,2379.71
700,18,2026-01-25 02:07:57,122.213.229.55,File_Server,2,1662.89
701,18,2026-01-12 12:13:22,161.67.169.175,File_Server,3,2922.67
702,18,2026-01-17 15:24:12,202.235.1.192,Internal_Wiki,5,3150.01
703,18,2026-01-26 23:02:31,115.157.28.127,Customer_DB,3,1335.0
704,18,2026-01-14 02:15:45,133.40.211.223,Internal_Wiki,4,2892.4
705,18,2026-01-01 01:40:55,88.69.220.156,Internal_Wiki,0,2921.78
706,18,2026-01-17 20:12:04,4.114.236.99,Email_System,4,3148.84
707,18,2025-12-30 23:46:37,133.74.186.187,Customer_DB,3,747.4
708,18,2026-01-23 19:08:39,171.83.56.154,Internal_Wiki,1,167.54
709,18,2026-01-27 00:02:15,193.48.211.68,Internal_Wiki,0,962.01
710,18,2026-01-25 04:07:01,215.90.63.70,Finance_DB,2,2099.71
711,18,2026-01-09 19:05:08,223.55.76.97,Finance_DB,5,1027.42
712,18,2026-01-12 16:36:56,68.194.30.93,Customer_DB,4,4603.4
713,18,2026-01-13 03:25:30,209.13.136.11,Internal_Wiki,5,320.78
714,18,2026-01-08 05:43:48,206.132.16.141,Email_System,4,1044.64
715,18,2025-12-31 07:00:35,203.164.233.188,HR_Portal,5,2397.07
716,18,2026-01-18 20:48:55,206.100.235.72,Finance_DB,2,4783.86
717,18,2026-01-07 10:02:06,1.199.63.136,Finance_DB,4,1718.21
718,18,2026-01-25 18:34:04,40.244.243.83,HR_Portal,5,3862.23
719,18,2026-01-03 08:08:30,13.136.163.248,Internal_Wiki,5,3220.11
720,18,2026-01-02 03:19:40,78.219.114.131,Internal_Wiki,2,3054.28
